#   path,  E(meV),      CN,      BL,    ECN,     DI  
    0.00     5.00     6.00     2.15   5.4376  0.04302
   20.20   353.40     3.00     1.88   2.9343  0.02026
   44.32   495.70     4.00     1.97   3.1780  0.06991
   72.73   337.10     4.00     2.04   3.0055  0.08859
  100.00    -5.00     6.00     2.14   5.8520  0.02093

 Path Length = 3.430495702839481
