#   path,  E(meV),      CN,      BL,    ECN,     DI  
    0.00   -64.35     6.00     2.19   4.4197  0.07834
   24.75   374.85     3.00     1.86   2.9441  0.02015
   52.55   593.55     4.00     1.96   3.1182  0.07490
   76.88   412.85     3.00     1.90   2.9639  0.01680
  100.00    64.35     6.00     2.14   5.9453  0.01259

 Path Length = 3.942145488296107
