#   path,  E(meV),      CN,      BL,    ECN,     DI  
    0.00    70.00     6.00     2.15   5.7776  0.02491
   26.36   430.20     4.00     2.06   2.9499  0.10054
   55.70   630.90     4.00     1.98   2.9973  0.08113
   80.51   367.00     3.00     1.88   2.9354  0.02167
  100.00   -70.00     6.00     2.19   4.3971  0.07929

 Path Length = 3.3795565452075462
