#   path,  E(meV),      CN,      BL,    ECN,     DI  
    0.00     0.00     6.00     2.16   5.1667  0.04741
   23.72   227.90     3.00     1.89   2.9148  0.02339
   48.54   250.70     4.00     1.96   3.4501  0.05842
   74.77   227.90     3.00     1.89   2.9147  0.02339
  100.00     0.00     6.00     2.16   5.1663  0.04742

 Path Length = 3.5165911991770864
