#   path,  E(meV),      CN,      BL,    ECN,     DI  
    0.00     5.05     6.00     2.14   5.9029  0.01512
   23.70   473.45     4.00     2.03   3.0322  0.08280
   50.11  1043.95     4.00     2.02   2.3424  0.13997
   76.45   557.95     4.00     2.05   2.6980  0.11208
  100.00    -5.05     6.00     2.14   5.7455  0.02352

 Path Length = 2.624256456840369
